id,name,slug,collectibles_slug,number,height,weight,featured,detailPageURL,ThumbnailImage,ThumbnailAltText,abilities,type,weakness
500,Emboar,emboar,emboar,0500,1.6,150,true,/br/pokedex/emboar,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/500.png,Emboar,Blaze,"fire, fighting","Water, Ground, Flying, Psychic"
501,Oshawott,oshawott,oshawott,0501,0.5,5.9,true,/br/pokedex/oshawott,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/501.png,Oshawott,Torrent,water,"Grass, Electric"
502,Dewott,dewott,dewott,0502,0.8,24.5,true,/br/pokedex/dewott,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/502.png,Dewott,Torrent,water,"Grass, Electric"
503,Samurott,samurott,samurott,0503,1.5,94.6,true,/br/pokedex/samurott,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/503.png,Samurott,Torrent,water,"Grass, Electric"
504,Patrat,patrat,patrat,0504,0.5,11.6,true,/br/pokedex/patrat,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/504.png,Patrat,"Keen Eye, Run Away",normal,Fighting
505,Watchog,watchog,watchog,0505,1.1,27,true,/br/pokedex/watchog,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/505.png,Watchog,"Keen Eye, Illuminate",normal,Fighting
506,Lillipup,lillipup,lillipup,0506,0.4,4.1,true,/br/pokedex/lillipup,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/506.png,Lillipup,"Pickup, Vital Spirit",normal,Fighting
507,Herdier,herdier,herdier,0507,0.9,14.7,true,/br/pokedex/herdier,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/507.png,Herdier,"Intimidate, Sand Rush",normal,Fighting
508,Stoutland,stoutland,stoutland,0508,1.2,61,true,/br/pokedex/stoutland,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/508.png,Stoutland,"Intimidate, Sand Rush",normal,Fighting
509,Purrloin,purrloin,purrloin,0509,0.4,10.1,true,/br/pokedex/purrloin,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/509.png,Purrloin,"Limber, Unburden",dark,"Fighting, Bug, Fairy"
510,Liepard,liepard,liepard,0510,1.1,37.5,true,/br/pokedex/liepard,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/510.png,Liepard,"Limber, Unburden",dark,"Fighting, Bug, Fairy"
511,Pansage,pansage,pansage,0511,0.6,10.5,true,/br/pokedex/pansage,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/511.png,Pansage,Gluttony,grass,"Fire, Ice, Poison, Flying, Bug"
512,Simisage,simisage,simisage,0512,1.1,30.5,true,/br/pokedex/simisage,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/512.png,Simisage,Gluttony,grass,"Fire, Ice, Poison, Flying, Bug"
513,Pansear,pansear,pansear,0513,0.6,11,true,/br/pokedex/pansear,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/513.png,Pansear,Gluttony,fire,"Water, Ground, Rock"
514,Simisear,simisear,simisear,0514,1,28,true,/br/pokedex/simisear,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/514.png,Simisear,Gluttony,fire,"Water, Ground, Rock"
515,Panpour,panpour,panpour,0515,0.6,13.5,true,/br/pokedex/panpour,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/515.png,Panpour,Gluttony,water,"Grass, Electric"
516,Simipour,simipour,simipour,0516,1,29,true,/br/pokedex/simipour,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/516.png,Simipour,Gluttony,water,"Grass, Electric"
517,Munna,munna,munna,0517,0.6,23.3,true,/br/pokedex/munna,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/517.png,Munna,"Synchronize, Forewarn",psychic,"Bug, Ghost, Dark"
518,Musharna,musharna,musharna,0518,1.1,60.5,true,/br/pokedex/musharna,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/518.png,Musharna,"Synchronize, Forewarn",psychic,"Bug, Ghost, Dark"
519,Pidove,pidove,pidove,0519,0.3,2.1,true,/br/pokedex/pidove,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/519.png,Pidove,"Super Luck, Big Pecks","normal, flying","Electric, Ice, Rock"
520,Tranquill,tranquill,tranquill,0520,0.6,15,true,/br/pokedex/tranquill,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/520.png,Tranquill,"Super Luck, Big Pecks","normal, flying","Electric, Ice, Rock"
521,Unfezant,unfezant,unfezant,0521,1.2,29,true,/br/pokedex/unfezant,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/521.png,Unfezant,"Super Luck, Big Pecks","normal, flying","Electric, Ice, Rock"
522,Blitzle,blitzle,blitzle,0522,0.8,29.8,true,/br/pokedex/blitzle,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/522.png,Blitzle,"Lightning Rod, Motor Drive",electric,Ground
523,Zebstrika,zebstrika,zebstrika,0523,1.6,79.5,true,/br/pokedex/zebstrika,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/523.png,Zebstrika,"Lightning Rod, Motor Drive",electric,Ground
524,Roggenrola,roggenrola,roggenrola,0524,0.4,18,true,/br/pokedex/roggenrola,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/524.png,Roggenrola,"Sturdy, Weak Armor",rock,"Water, Grass, Fighting, Ground, Steel"
525,Boldore,boldore,boldore,0525,0.9,102,true,/br/pokedex/boldore,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/525.png,Boldore,"Sturdy, Weak Armor",rock,"Water, Grass, Fighting, Ground, Steel"
526,Gigalith,gigalith,gigalith,0526,1.7,260,true,/br/pokedex/gigalith,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/526.png,Gigalith,"Sturdy, Sand Stream",rock,"Water, Grass, Fighting, Ground, Steel"
527,Woobat,woobat,woobat,0527,0.4,2.1,true,/br/pokedex/woobat,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/527.png,Woobat,"Unaware, Klutz","psychic, flying","Electric, Ice, Rock, Ghost, Dark"
528,Swoobat,swoobat,swoobat,0528,0.9,10.5,true,/br/pokedex/swoobat,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/528.png,Swoobat,"Unaware, Klutz","psychic, flying","Electric, Ice, Rock, Ghost, Dark"
529,Drilbur,drilbur,drilbur,0529,0.3,8.5,true,/br/pokedex/drilbur,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/529.png,Drilbur,"Sand Rush, Sand Force",ground,"Water, Grass, Ice"
530,Excadrill,excadrill,excadrill,0530,0.7,40.4,true,/br/pokedex/excadrill,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/530.png,Excadrill,"Sand Rush, Sand Force","ground, steel","Fire, Water, Fighting, Ground"
531,Audino,audino,audino,0531,1.1,31,true,/br/pokedex/audino,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/531.png,Audino,"Healer, Regenerator",normal,Fighting
532,Timburr,timburr,timburr,0532,0.6,12.5,true,/br/pokedex/timburr,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/532.png,Timburr,"Guts, Sheer Force",fighting,"Flying, Psychic, Fairy"
533,Gurdurr,gurdurr,gurdurr,0533,1.2,40,true,/br/pokedex/gurdurr,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/533.png,Gurdurr,"Guts, Sheer Force",fighting,"Flying, Psychic, Fairy"
534,Conkeldurr,conkeldurr,conkeldurr,0534,1.4,87,true,/br/pokedex/conkeldurr,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/534.png,Conkeldurr,"Guts, Sheer Force",fighting,"Flying, Psychic, Fairy"
535,Tympole,tympole,tympole,0535,0.5,4.5,true,/br/pokedex/tympole,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/535.png,Tympole,"Hydration, Swift Swim",water,"Grass, Electric"
536,Palpitoad,palpitoad,palpitoad,0536,0.8,17,true,/br/pokedex/palpitoad,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/536.png,Palpitoad,"Hydration, Swift Swim","water, ground",Grass
537,Seismitoad,seismitoad,seismitoad,0537,1.5,62,true,/br/pokedex/seismitoad,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/537.png,Seismitoad,"Swift Swim, Poison Touch","water, ground",Grass
538,Throh,throh,throh,0538,1.3,55.5,true,/br/pokedex/throh,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/538.png,Throh,"Guts, Inner Focus",fighting,"Flying, Psychic, Fairy"
539,Sawk,sawk,sawk,0539,1.4,51,true,/br/pokedex/sawk,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/539.png,Sawk,"Inner Focus, Sturdy",fighting,"Flying, Psychic, Fairy"
540,Sewaddle,sewaddle,sewaddle,0540,0.3,2.5,true,/br/pokedex/sewaddle,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/540.png,Sewaddle,"Swarm, Chlorophyll","bug, grass","Fire, Ice, Poison, Flying, Bug, Rock"
541,Swadloon,swadloon,swadloon,0541,0.5,7.3,true,/br/pokedex/swadloon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/541.png,Swadloon,"Chlorophyll, Leaf Guard","bug, grass","Fire, Ice, Poison, Flying, Bug, Rock"
542,Leavanny,leavanny,leavanny,0542,1.2,20.5,true,/br/pokedex/leavanny,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/542.png,Leavanny,"Swarm, Chlorophyll","bug, grass","Fire, Ice, Poison, Flying, Bug, Rock"
543,Venipede,venipede,venipede,0543,0.4,5.3,true,/br/pokedex/venipede,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/543.png,Venipede,"Swarm, Poison Point","bug, poison","Fire, Flying, Psychic, Rock"
544,Whirlipede,whirlipede,whirlipede,0544,1.2,58.5,true,/br/pokedex/whirlipede,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/544.png,Whirlipede,"Swarm, Poison Point","bug, poison","Fire, Flying, Psychic, Rock"
545,Scolipede,scolipede,scolipede,0545,2.5,200.5,true,/br/pokedex/scolipede,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/545.png,Scolipede,"Swarm, Poison Point","bug, poison","Fire, Flying, Psychic, Rock"
546,Cottonee,cottonee,cottonee,0546,0.3,0.6,true,/br/pokedex/cottonee,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/546.png,Cottonee,"Prankster, Infiltrator","grass, fairy","Fire, Ice, Poison, Flying, Steel"
547,Whimsicott,whimsicott,whimsicott,0547,0.7,6.6,true,/br/pokedex/whimsicott,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/547.png,Whimsicott,"Prankster, Infiltrator","grass, fairy","Fire, Ice, Poison, Flying, Steel"
548,Petilil,petilil,petilil,0548,0.5,6.6,true,/br/pokedex/petilil,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/548.png,Petilil,"Chlorophyll, Own Tempo",grass,"Fire, Ice, Poison, Flying, Bug"
549,Lilligant,lilligant,lilligant,0549,1.1,16.3,true,/br/pokedex/lilligant,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/549.png,Lilligant,"Chlorophyll, Own Tempo",grass,"Fire, Ice, Poison, Flying, Bug"
550,Basculin,basculin,basculin,0550,1,18,true,/br/pokedex/basculin,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/550.png,Basculin,"Reckless, Adaptability",water,"Grass, Electric"
551,Sandile,sandile,sandile,0551,0.7,15.2,true,/br/pokedex/sandile,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/551.png,Sandile,"Intimidate, Moxie","ground, dark","Water, Grass, Ice, Fighting, Bug, Fairy"
552,Krokorok,krokorok,krokorok,0552,1,33.4,true,/br/pokedex/krokorok,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/552.png,Krokorok,"Intimidate, Moxie","ground, dark","Water, Grass, Ice, Fighting, Bug, Fairy"
553,Krookodile,krookodile,krookodile,0553,1.5,96.3,true,/br/pokedex/krookodile,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/553.png,Krookodile,"Intimidate, Moxie","ground, dark","Water, Grass, Ice, Fighting, Bug, Fairy"
554,Darumaka,darumaka,darumaka,0554,0.6,37.5,true,/br/pokedex/darumaka,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/554.png,Darumaka,Hustle,fire,"Water, Ground, Rock"
555,Darmanitan,darmanitan,darmanitan,0555,1.3,92.9,true,/br/pokedex/darmanitan,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/555.png,Darmanitan,Sheer Force,fire,"Water, Ground, Rock"
556,Maractus,maractus,maractus,0556,1,28,true,/br/pokedex/maractus,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/556.png,Maractus,"Chlorophyll, Water Absorb",grass,"Fire, Ice, Poison, Flying, Bug"
557,Dwebble,dwebble,dwebble,0557,0.3,14.5,true,/br/pokedex/dwebble,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/557.png,Dwebble,"Sturdy, Shell Armor","bug, rock","Water, Rock, Steel"
558,Crustle,crustle,crustle,0558,1.4,200,true,/br/pokedex/crustle,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/558.png,Crustle,"Sturdy, Shell Armor","bug, rock","Water, Rock, Steel"
559,Scraggy,scraggy,scraggy,0559,0.6,11.8,true,/br/pokedex/scraggy,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/559.png,Scraggy,"Shed Skin, Moxie","dark, fighting","Fighting, Flying, Fairy"
560,Scrafty,scrafty,scrafty,0560,1.1,30,true,/br/pokedex/scrafty,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/560.png,Scrafty,"Shed Skin, Moxie","dark, fighting","Fighting, Flying, Fairy"
561,Sigilyph,sigilyph,sigilyph,0561,1.4,14,true,/br/pokedex/sigilyph,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/561.png,Sigilyph,"Magic Guard, Wonder Skin","psychic, flying","Electric, Ice, Rock, Ghost, Dark"
562,Yamask,yamask,yamask,0562,0.5,1.5,true,/br/pokedex/yamask,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/562.png,Yamask,Mummy,ghost,"Ghost, Dark"
563,Cofagrigus,cofagrigus,cofagrigus,0563,1.7,76.5,true,/br/pokedex/cofagrigus,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/563.png,Cofagrigus,Mummy,ghost,"Ghost, Dark"
564,Tirtouga,tirtouga,tirtouga,0564,0.7,16.5,true,/br/pokedex/tirtouga,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/564.png,Tirtouga,"Sturdy, Solid Rock","water, rock","Grass, Electric, Fighting, Ground"
565,Carracosta,carracosta,carracosta,0565,1.2,81,true,/br/pokedex/carracosta,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/565.png,Carracosta,"Sturdy, Solid Rock","water, rock","Grass, Electric, Fighting, Ground"
566,Archen,archen,archen,0566,0.5,9.5,true,/br/pokedex/archen,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/566.png,Archen,Defeatist,"rock, flying","Water, Electric, Ice, Rock, Steel"
567,Archeops,archeops,archeops,0567,1.4,32,true,/br/pokedex/archeops,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/567.png,Archeops,Defeatist,"rock, flying","Water, Electric, Ice, Rock, Steel"
568,Trubbish,trubbish,trubbish,0568,0.6,31,true,/br/pokedex/trubbish,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/568.png,Trubbish,"Stench, Sticky Hold",poison,"Ground, Psychic"
569,Garbodor,garbodor,garbodor,0569,1.9,107.3,true,/br/pokedex/garbodor,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/569.png,Garbodor,"Stench, Weak Armor",poison,"Ground, Psychic"
570,Zorua,zorua,zorua,0570,0.7,12.5,true,/br/pokedex/zorua,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/570.png,Zorua,Illusion,dark,"Fighting, Bug, Fairy"
571,Zoroark,zoroark,zoroark,0571,1.6,81.1,true,/br/pokedex/zoroark,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/571.png,Zoroark,Illusion,dark,"Fighting, Bug, Fairy"
572,Minccino,minccino,minccino,0572,0.4,5.8,true,/br/pokedex/minccino,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/572.png,Minccino,"Cute Charm, Technician",normal,Fighting
573,Cinccino,cinccino,cinccino,0573,0.5,7.5,true,/br/pokedex/cinccino,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/573.png,Cinccino,"Cute Charm, Technician",normal,Fighting
574,Gothita,gothita,gothita,0574,0.4,5.8,true,/br/pokedex/gothita,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/574.png,Gothita,"Frisk, Competitive",psychic,"Bug, Ghost, Dark"
575,Gothorita,gothorita,gothorita,0575,0.7,18,true,/br/pokedex/gothorita,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/575.png,Gothorita,"Frisk, Competitive",psychic,"Bug, Ghost, Dark"
576,Gothitelle,gothitelle,gothitelle,0576,1.5,44,true,/br/pokedex/gothitelle,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/576.png,Gothitelle,"Frisk, Competitive",psychic,"Bug, Ghost, Dark"
577,Solosis,solosis,solosis,0577,0.3,1,true,/br/pokedex/solosis,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/577.png,Solosis,"Magic Guard, Overcoat",psychic,"Bug, Ghost, Dark"
578,Duosion,duosion,duosion,0578,0.6,8,true,/br/pokedex/duosion,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/578.png,Duosion,"Magic Guard, Overcoat",psychic,"Bug, Ghost, Dark"
579,Reuniclus,reuniclus,reuniclus,0579,1,20.1,true,/br/pokedex/reuniclus,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/579.png,Reuniclus,"Magic Guard, Overcoat",psychic,"Bug, Ghost, Dark"
580,Ducklett,ducklett,ducklett,0580,0.5,5.5,true,/br/pokedex/ducklett,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/580.png,Ducklett,"Keen Eye, Big Pecks","water, flying","Electric, Rock"
581,Swanna,swanna,swanna,0581,1.3,24.2,true,/br/pokedex/swanna,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/581.png,Swanna,"Keen Eye, Big Pecks","water, flying","Electric, Rock"
582,Vanillite,vanillite,vanillite,0582,0.4,5.7,true,/br/pokedex/vanillite,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/582.png,Vanillite,"Snow Cloak, Ice Body",ice,"Fire, Fighting, Rock, Steel"
583,Vanillish,vanillish,vanillish,0583,1.1,41,true,/br/pokedex/vanillish,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/583.png,Vanillish,"Snow Cloak, Ice Body",ice,"Fire, Fighting, Rock, Steel"
584,Vanilluxe,vanilluxe,vanilluxe,0584,1.3,57.5,true,/br/pokedex/vanilluxe,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/584.png,Vanilluxe,"Ice Body, Snow Warning",ice,"Fire, Fighting, Rock, Steel"
585,Deerling,deerling,deerling,0585,0.6,19.5,true,/br/pokedex/deerling,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/585.png,Deerling,"Chlorophyll, Sap Sipper","normal, grass","Fire, Ice, Fighting, Poison, Flying, Bug"
586,Sawsbuck,sawsbuck,sawsbuck,0586,1.9,92.5,true,/br/pokedex/sawsbuck,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/586.png,Sawsbuck,"Chlorophyll, Sap Sipper","normal, grass","Fire, Ice, Fighting, Poison, Flying, Bug"
587,Emolga,emolga,emolga,0587,0.4,5,true,/br/pokedex/emolga,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/587.png,Emolga,Static,"electric, flying","Ice, Rock"
588,Karrablast,karrablast,karrablast,0588,0.5,5.9,true,/br/pokedex/karrablast,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/588.png,Karrablast,"Shed Skin, Swarm",bug,"Fire, Flying, Rock"
589,Escavalier,escavalier,escavalier,0589,1,33,true,/br/pokedex/escavalier,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/589.png,Escavalier,"Swarm, Shell Armor","bug, steel",Fire
590,Foongus,foongus,foongus,0590,0.2,1,true,/br/pokedex/foongus,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/590.png,Foongus,Effect Spore,"grass, poison","Fire, Ice, Flying, Psychic"
591,Amoonguss,amoonguss,amoonguss,0591,0.6,10.5,true,/br/pokedex/amoonguss,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/591.png,Amoonguss,Effect Spore,"grass, poison","Fire, Ice, Flying, Psychic"
592,Frillish,frillish,frillish,0592,1.2,33,true,/br/pokedex/frillish,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/592.png,Frillish,"Water Absorb, Cursed Body","water, ghost","Grass, Electric, Ghost, Dark"
593,Jellicent,jellicent,jellicent,0593,2.2,135,true,/br/pokedex/jellicent,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/593.png,Jellicent,"Water Absorb, Cursed Body","water, ghost","Grass, Electric, Ghost, Dark"
594,Alomomola,alomomola,alomomola,0594,1.2,31.6,true,/br/pokedex/alomomola,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/594.png,Alomomola,"Hydration, Healer",water,"Grass, Electric"
595,Joltik,joltik,joltik,0595,0.1,0.6,true,/br/pokedex/joltik,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/595.png,Joltik,"Compound Eyes, Unnerve","bug, electric","Fire, Rock"
596,Galvantula,galvantula,galvantula,0596,0.8,14.3,true,/br/pokedex/galvantula,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/596.png,Galvantula,"Compound Eyes, Unnerve","bug, electric","Fire, Rock"
597,Ferroseed,ferroseed,ferroseed,0597,0.6,18.8,true,/br/pokedex/ferroseed,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/597.png,Ferroseed,Iron Barbs,"grass, steel","Fire, Fighting"
598,Ferrothorn,ferrothorn,ferrothorn,0598,1,110,true,/br/pokedex/ferrothorn,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/598.png,Ferrothorn,Iron Barbs,"grass, steel","Fire, Fighting"
599,Klink,klink,klink,0599,0.3,21,true,/br/pokedex/klink,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/599.png,Klink,"Plus, Minus",steel,"Fire, Fighting, Ground"
600,Klang,klang,klang,0600,0.6,51,true,/br/pokedex/klang,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/600.png,Klang,"Plus, Minus",steel,"Fire, Fighting, Ground"
601,Klinklang,klinklang,klinklang,0601,0.6,81,true,/br/pokedex/klinklang,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/601.png,Klinklang,"Plus, Minus",steel,"Fire, Fighting, Ground"
602,Tynamo,tynamo,tynamo,0602,0.2,0.3,true,/br/pokedex/tynamo,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/602.png,Tynamo,Levitate,electric,Ground
603,Eelektrik,eelektrik,eelektrik,0603,1.2,22,true,/br/pokedex/eelektrik,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/603.png,Eelektrik,Levitate,electric,Ground
604,Eelektross,eelektross,eelektross,0604,2.1,80.5,true,/br/pokedex/eelektross,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/604.png,Eelektross,Levitate,electric,Ground
605,Elgyem,elgyem,elgyem,0605,0.5,9,true,/br/pokedex/elgyem,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/605.png,Elgyem,"Synchronize, Telepathy",psychic,"Bug, Ghost, Dark"
606,Beheeyem,beheeyem,beheeyem,0606,1,34.5,true,/br/pokedex/beheeyem,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/606.png,Beheeyem,"Synchronize, Telepathy",psychic,"Bug, Ghost, Dark"
607,Litwick,litwick,litwick,0607,0.3,3.1,true,/br/pokedex/litwick,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/607.png,Litwick,"Flash Fire, Flame Body","ghost, fire","Water, Ground, Rock, Ghost, Dark"
608,Lampent,lampent,lampent,0608,0.6,13,true,/br/pokedex/lampent,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/608.png,Lampent,"Flash Fire, Flame Body","ghost, fire","Water, Ground, Rock, Ghost, Dark"
609,Chandelure,chandelure,chandelure,0609,1,34.3,true,/br/pokedex/chandelure,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/609.png,Chandelure,"Flash Fire, Flame Body","ghost, fire","Water, Ground, Rock, Ghost, Dark"
610,Axew,axew,axew,0610,0.6,18,true,/br/pokedex/axew,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/610.png,Axew,"Rivalry, Mold Breaker",dragon,"Ice, Dragon, Fairy"
611,Fraxure,fraxure,fraxure,0611,1,36,true,/br/pokedex/fraxure,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/611.png,Fraxure,"Rivalry, Mold Breaker",dragon,"Ice, Dragon, Fairy"
612,Haxorus,haxorus,haxorus,0612,1.8,105.5,true,/br/pokedex/haxorus,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/612.png,Haxorus,"Rivalry, Mold Breaker",dragon,"Ice, Dragon, Fairy"
613,Cubchoo,cubchoo,cubchoo,0613,0.5,8.5,true,/br/pokedex/cubchoo,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/613.png,Cubchoo,"Snow Cloak, Slush Rush",ice,"Fire, Fighting, Rock, Steel"
614,Beartic,beartic,beartic,0614,2.6,260,true,/br/pokedex/beartic,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/614.png,Beartic,"Snow Cloak, Slush Rush",ice,"Fire, Fighting, Rock, Steel"
615,Cryogonal,cryogonal,cryogonal,0615,1.1,148,true,/br/pokedex/cryogonal,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/615.png,Cryogonal,Levitate,ice,"Fire, Fighting, Rock, Steel"
616,Shelmet,shelmet,shelmet,0616,0.4,7.7,true,/br/pokedex/shelmet,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/616.png,Shelmet,"Hydration, Shell Armor",bug,"Fire, Flying, Rock"
617,Accelgor,accelgor,accelgor,0617,0.8,25.3,true,/br/pokedex/accelgor,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/617.png,Accelgor,"Hydration, Sticky Hold",bug,"Fire, Flying, Rock"
